,match,pinnacle,parimatch,ggbet,date,tournament,team left,players_left,team right,players_right,ban_left,ban_right,pick_left_team,pick_right_team,result_left_team,result_right_team,score
728,Cignal Ultra vs ex-South Built Esports,-,1.10-6.25,-,30 Июня 10:52 2021,The International 10: Southeast Asia Qualifier,ex-South Built Esports,"['Ao', 'Bensoy', 'Jobeeezy', 'Samael', 'Zenki']",Cignal Ultra,"['ABAT', 'Jamesy', 'Van', 'Erice', 'Grimzx']","['Puck', 'Phoenix', 'Ursa', 'Monkey King', 'Phantom Assassin', 'Venomancer', 'Death Prophet']","['Broodmother', 'Viper', 'Timbersaw', 'Templar Assassin', 'Spectre', 'Terrorblade', 'Faceless Void']","['Storm Spirit', 'Drow Ranger', 'Winter Wyvern', 'Tidehunter', 'Lion']","['Anti-Mage', 'Dragon Knight', 'Leshrac', 'Nyx Assassin', 'Ancient Apparition']",,"<span class=""team__title-label"">Победа</span>",9 : 34
729,BOOM Esports vs Execration,1.71-2.06,1.18-4.50,-,30 Июня 09:50 2021,The International 10: Southeast Asia Qualifier,BOOM Esports,"['Dreamocel', 'Mikoto', 'Fbz', 'Hyde', 'Khezcute']",Execration,"['Palos', 'Yowe', 'Nikko', 'BDz', 'Rr']","['Viper', 'Nyx Assassin', 'Medusa', 'Ursa', 'Riki', 'Faceless Void', 'Luna']","['Broodmother', 'Timbersaw', 'Spectre', 'Lifestealer', 'Puck', 'Templar Assassin', 'Lina']","['Axe', 'Kunkka', 'Dark Seer', 'Tusk', 'Phoenix']","['Juggernaut', 'Invoker', 'Dragon Knight', 'Mirana', 'Ancient Apparition']",,"<span class=""team__title-label"">Победа</span>",15 : 27
730,BOOM Esports vs Execration,1.71-2.06,1.18-4.50,-,30 Июня 09:50 2021,The International 10: Southeast Asia Qualifier,Execration,"['Palos', 'Yowe', 'Nikko', 'BDz', 'Rr']",BOOM Esports,"['Dreamocel', 'Mikoto', 'Fbz', 'Hyde', 'Khezcute']","['Broodmother', 'Timbersaw', 'Mars', 'Doom', 'Puck', 'Centaur Warrunner', 'Legion Commander']","['Viper', 'Dragon Knight', 'Nyx Assassin', 'Ursa', 'Dark Seer', 'Phantom Lancer', 'Juggernaut']","['Morphling', 'Invoker', 'Axe', 'Mirana', 'Elder Titan']","['Medusa', 'Templar Assassin', 'Tidehunter', 'Phoenix', 'Clockwerk']",,"<span class=""team__title-label"">Победа</span>",9 : 18
731,BOOM Esports vs Execration,1.71-2.06,1.18-4.50,-,30 Июня 09:50 2021,The International 10: Southeast Asia Qualifier,BOOM Esports,"['Dreamocel', 'Mikoto', 'Fbz', 'Hyde', 'Khezcute']",Execration,"['Palos', 'Yowe', 'Nikko', 'BDz', 'Rr']","['Dragon Knight', 'Viper', 'Juggernaut', 'Spectre', 'Lifestealer', 'Slardar', 'Legion Commander']","['Broodmother', 'Timbersaw', 'Templar Assassin', 'Ursa', 'Doom', 'Leshrac', 'Ember Spirit']","['Riki', 'Windranger', 'Mars', 'Mirana', 'Grimstroke']","['Phantom Lancer', 'Puck', 'Underlord', 'Earth Spirit', 'Phoenix']","<span class=""team__title-label"">Победа</span>",,49 : 30
732,Galaxy Racer Esports vs Team Mystery,1.05-10.04,1.01-12.60,-,30 Июня 08:24 2021,The International 10: Southeast Asia Qualifier,Team Mystery,"['QWE', '^^', 'mercury', 'X1aOyU', 'wayne']",Galaxy Racer Esports,"['inYourdreaM', 'AlaCrity', 'Meracle', 'Poloson', 'Jhocam']","['Viper', 'Ancient Apparition', 'Ursa', 'Spectre', 'Templar Assassin', 'Arc Warden', 'Medusa']","['Doom', 'Broodmother', 'Terrorblade', 'Dark Seer', 'Puck', 'Death Prophet', 'Batrider']","['Lina', 'Luna', 'Ember Spirit', 'Dragon Knight', 'Nyx Assassin']","['Lifestealer', 'Kunkka', 'Leshrac', 'Undying', 'Lion']",,"<span class=""team__title-label"">Победа</span>",8 : 22
733,Galaxy Racer Esports vs Team Mystery,1.05-10.04,1.01-12.60,-,30 Июня 08:24 2021,The International 10: Southeast Asia Qualifier,Team Mystery,"['QWE', '^^', 'mercury', 'X1aOyU', 'wayne']",Galaxy Racer Esports,"['inYourdreaM', 'AlaCrity', 'Meracle', 'Poloson', 'Jhocam']","['Templar Assassin', 'Puck', 'Monkey King', 'Luna', 'Bloodseeker', 'Leshrac', 'Kunkka']","['Doom', 'Viper', 'Terrorblade', 'Lion', 'Ursa', 'Storm Spirit', 'Void Spirit']","['Grimstroke', 'Faceless Void', 'Pangolier', 'Timbersaw', 'Ancient Apparition']","['Spectre', 'Ember Spirit', 'Dragon Knight', 'Winter Wyvern', 'Phoenix']",,"<span class=""team__title-label"">Победа</span>",15 : 38
734,TNC Predator vs Team SMG,1.22-4.01,1.18-4.50,-,30 Июня 06:10 2021,The International 10: Southeast Asia Qualifier,Team SMG,"['MidOne', 'Moon', 'kpii', 'ah fu', 'Roddgeee']",TNC Predator,"['Gabbi', 'Armel', 'Bok', 'Tims', 'Boomy']","['Nyx Assassin', 'Winter Wyvern', 'Mars', 'Clockwerk', 'Puck', 'Batrider', 'Invoker']","['Doom', 'Viper', 'Lifestealer', 'Juggernaut', 'Tidehunter', 'Naga Siren', 'Bristleback']","['Axe', 'Death Prophet', 'Dragon Knight', 'Lina', 'Ancient Apparition']","['Spectre', 'Kunkka', 'Broodmother', 'Lion', 'Phoenix']",,"<span class=""team__title-label"">Победа</span>",13 : 32
735,TNC Predator vs Team SMG,1.22-4.01,1.18-4.50,-,30 Июня 06:10 2021,The International 10: Southeast Asia Qualifier,TNC Predator,"['Gabbi', 'Armel', 'Bok', 'Tims', 'Boomy']",Team SMG,"['MidOne', 'Moon', 'kpii', 'ah fu', 'Roddgeee']","['Doom', ""Nature's Prophet"", 'Phantom Lancer', 'Lina', 'Drow Ranger', 'Magnus', 'Death Prophet']","['Nyx Assassin', 'Broodmother', 'Spectre', 'Wraith King', 'Puck', 'Leshrac', 'Batrider']","['Faceless Void', 'Dragon Knight', 'Viper', 'Tusk', 'Phoenix']","['Medusa', 'Riki', 'Brewmaster', 'Enchantress', 'Lion']",,"<span class=""team__title-label"">Победа</span>",18 : 30
736,TNC Predator vs Team SMG,1.22-4.01,1.18-4.50,-,30 Июня 06:10 2021,The International 10: Southeast Asia Qualifier,Team SMG,"['MidOne', 'Moon', 'kpii', 'ah fu', 'Roddgeee']",TNC Predator,"['Gabbi', 'Armel', 'Bok', 'Tims', 'Boomy']","['Broodmother', 'Nyx Assassin', 'Phantom Lancer', 'Mars', 'Ursa', 'Spectre', 'Wraith King']","['Doom', 'Viper', 'Riki', 'Brewmaster', 'Enchantress', 'Legion Commander', 'Omniknight']","['Medusa', 'Leshrac', 'Bloodseeker', 'Tusk', 'Lion']","['Terrorblade', 'Puck', 'Dragon Knight', 'Grimstroke', 'Phoenix']",,"<span class=""team__title-label"">Победа</span>",12 : 31
737,Army Geniuses vs 496 Gaming,2.46-1.51,8.50-1.05,-,30 Июня 06:10 2021,The International 10: Southeast Asia Qualifier,Army Geniuses,"['►懒惰之神♂', 'stan mygirl', 'ridiculous', 'Mamang Daya', 'you_K']",496 Gaming,"['DatBB', 'Drew', 'Htz', 'Hustla', 'Bombi']","['Ancient Apparition', 'Dragon Knight', 'Phantom Lancer', 'Winter Wyvern', 'Axe', 'Magnus', 'Leshrac']","['Broodmother', 'Timbersaw', 'Batrider', 'Kunkka', 'Clockwerk', 'Huskar', 'Tiny']","['Terrorblade', 'Lion', 'Slardar', 'Doom', 'Abaddon']","['Viper', 'Riki', 'Ember Spirit', 'Nyx Assassin', 'Grimstroke']",,"<span class=""team__title-label"">Победа</span>",19 : 31
738,Army Geniuses vs 496 Gaming,2.46-1.51,8.50-1.05,-,30 Июня 06:10 2021,The International 10: Southeast Asia Qualifier,496 Gaming,"['Drew', 'DatBB', 'Htz', 'Hustla', 'Bombi']",Army Geniuses,"['►懒惰之神♂', 'ridiculous', 'stan mygirl', 'Mamang Daya', 'you_K']","['Broodmother', 'Timbersaw', 'Kunkka', 'Batrider', 'Huskar', 'Razor', 'Puck']","['Viper', 'Nyx Assassin', 'Faceless Void', 'Leshrac', 'Death Prophet', 'Storm Spirit', 'Void Spirit']","['Lifestealer', 'Tidehunter', 'Tiny', 'Earth Spirit', 'Ancient Apparition']","['Luna', 'Dragon Knight', 'Mirana', 'Windranger', 'Disruptor']","<span class=""team__title-label"">Победа</span>",,20 : 6
739,SG e-sports vs Team Unknown,1.80-2.03,1.05-8.50,-,27 Июня 01:00 2021,The International 10: South America Qualifier,SG e-sports,"['Costabile', '4dr', 'tavo', 'Thiolicor', 'KJ']",Team Unknown,"['pakazs', 'Robo-Z', 'Sacred', 'Wij', 'Prada']","['Viper', 'Medusa', 'Hoodwink', 'Puck', 'Batrider', 'Snapfire', 'Nyx Assassin']","['Timbersaw', 'Terrorblade', 'Ancient Apparition', 'Bristleback', 'Sven', 'Wraith King', 'Death Prophet']","['Axe', 'Leshrac', 'Doom', 'Mirana', 'Phoenix']","['Spectre', 'Kunkka', 'Dragon Knight', 'Lina', 'Oracle']",,"<span class=""team__title-label"">Победа</span>",13 : 34
740,SG e-sports vs Team Unknown,1.80-2.03,1.05-8.50,-,27 Июня 01:00 2021,The International 10: South America Qualifier,SG e-sports,"['Costabile', '4dr', 'tavo', 'Thiolicor', 'KJ']",Team Unknown,"['pakazs', 'Robo-Z', 'Sacred', 'Wij', 'Prada']","['Viper', 'Ancient Apparition', 'Clockwerk', 'Timbersaw', 'Tidehunter', 'Kunkka', 'Puck']","['Terrorblade', 'Dragon Knight', 'Anti-Mage', 'Ursa', 'Faceless Void', 'Leshrac', 'Invoker']","['Slark', 'Magnus', 'Death Prophet', 'Nyx Assassin', 'Oracle']","['Medusa', 'Bristleback', 'Centaur Warrunner', 'Hoodwink', 'Abaddon']","<span class=""team__title-label"">Победа</span>",,36 : 22
741,SG e-sports vs Team Unknown,1.80-2.03,1.05-8.50,-,27 Июня 01:00 2021,The International 10: South America Qualifier,SG e-sports,"['Costabile', '4dr', 'tavo', 'Thiolicor', 'KJ']",Team Unknown,"['pakazs', 'Robo-Z', 'Sacred', 'Wij', 'Prada']","['Viper', 'Medusa', 'Kunkka', 'Puck', 'Hoodwink', 'Lina', 'Shadow Demon']","['Terrorblade', 'Timbersaw', 'Ancient Apparition', 'Slark', 'Bristleback', 'Ursa', 'Venomancer']","['Axe', 'Invoker', 'Death Prophet', 'Mirana', 'Oracle']","['Spectre', 'Ember Spirit', 'Dragon Knight', 'Nyx Assassin', 'Winter Wyvern']","<span class=""team__title-label"">Победа</span>",,42 : 32
742,SG e-sports vs Team Unknown,1.80-2.03,1.05-8.50,-,27 Июня 01:00 2021,The International 10: South America Qualifier,SG e-sports,"['Costabile', '4dr', 'tavo', 'Thiolicor', 'KJ']",Team Unknown,"['pakazs', 'Robo-Z', 'Sacred', 'Wij', 'Prada']","['Viper', 'Ancient Apparition', 'Spectre', 'Phantom Lancer', 'Morphling', 'Kunkka', 'Puck']","['Terrorblade', 'Oracle', 'Death Prophet', 'Leshrac', 'Venomancer', 'Doom', 'Dark Seer']","['Medusa', 'Batrider', 'Timbersaw', 'Nyx Assassin', 'Lion']","['Templar Assassin', 'Invoker', 'Dragon Knight', 'Hoodwink', 'Winter Wyvern']","<span class=""team__title-label"">Победа</span>",,32 : 31
743,Infinity Esports vs Team Unknown,2.41-1.58,5.55-1.12,-,26 Июня 22:10 2021,The International 10: South America Qualifier,Infinity Esports,"['Pompinchu', 'BARBARAA!! IKUYOOO!!!!', 'Okay!', 'Berna', 'ArzenT']",Team Unknown,"['pakazs', 'Robo-Z', 'Sacred', 'Wij', 'Prada']","['Tidehunter', 'Dragon Knight', 'Kunkka', 'Morphling', 'Abaddon', 'Mars', 'Void Spirit']","['Medusa', 'Oracle', 'Faceless Void', 'Phoenix', 'Terrorblade', 'Dark Seer', 'Death Prophet']","['Nyx Assassin', 'Ancient Apparition', 'Invoker', 'Sven', 'Enigma']","['Spectre', 'Puck', 'Bristleback', 'Hoodwink', 'Viper']",,"<span class=""team__title-label"">Победа</span>",37 : 37
744,Infinity Esports vs Team Unknown,2.41-1.58,5.55-1.12,-,26 Июня 22:10 2021,The International 10: South America Qualifier,Team Unknown,"['pakazs', 'Robo-Z', 'Sacred', 'Wij', 'Prada']",Infinity Esports,"['Pompinchu', 'Okay!', 'BARBARAA!! IKUYOOO!!!!', 'Berna', 'ArzenT']","['Oracle', 'Medusa', 'Tidehunter', 'Leshrac', 'Sand King', 'Void Spirit', 'Tiny']","['Viper', 'Nyx Assassin', 'Doom', 'Enchantress', 'Puck', 'Kunkka', 'Invoker']","['Phantom Lancer', 'Ember Spirit', 'Timbersaw', 'Hoodwink', 'Crystal Maiden']","['Tusk', 'Storm Spirit', 'Ancient Apparition', 'Terrorblade', 'Dark Seer']","<span class=""team__title-label"">Победа</span>",,31 : 4
745,Team Spirit vs Team Empire,1.28-3.75,1.07-7.50,-,26 Июня 16:40 2021,The International 10: Eastern Europe Qualifier,Team Empire,"['Smiling Knight', 'depressed kid', 'Petushara', 'sayuw', 'VANSKOR']",Team Spirit,"['Yatoro', 'TORONTOTOKYO', 'Collapse', 'Miroslaw', 'Miposhka']","['Templar Assassin', 'Dragon Knight', 'Invoker', 'Puck', 'Faceless Void', 'Storm Spirit', 'Kunkka']","['Broodmother', 'Luna', 'Medusa', 'Treant Protector', 'Mars', 'Spectre', 'Drow Ranger']","['Naga Siren', 'Lina', 'Timbersaw', 'Hoodwink', 'Oracle']","['Terrorblade', 'Tiny', 'Axe', 'Mirana', 'Ancient Apparition']",,"<span class=""team__title-label"">Победа</span>",21 : 28
746,Team Spirit vs Team Empire,1.28-3.75,1.07-7.50,-,26 Июня 16:40 2021,The International 10: Eastern Europe Qualifier,Team Spirit,"['Yatoro', 'TORONTOTOKYO', 'Collapse', 'Miroslaw', 'Miposhka']",Team Empire,"['Smiling Knight', 'depressed kid', 'Petushara', 'sayuw', 'VANSKOR']","['Broodmother', 'Lina', 'Medusa', 'Faceless Void', 'Ursa', 'Enchantress', 'Winter Wyvern']","['Magnus', 'Ancient Apparition', 'Tidehunter', 'Mars', 'Axe', 'Timbersaw', 'Sand King']","['Luna', 'Templar Assassin', 'Underlord', 'Phoenix', 'Hoodwink']","['Terrorblade', 'Invoker', 'Dragon Knight', 'Mirana', 'Snapfire']",,"<span class=""team__title-label"">Победа</span>",17 : 32
747,Team Spirit vs Team Empire,1.28-3.75,1.07-7.50,-,26 Июня 16:40 2021,The International 10: Eastern Europe Qualifier,Team Empire,"['Smiling Knight', 'depressed kid', 'Petushara', 'sayuw', 'VANSKOR']",Team Spirit,"['Yatoro', 'TORONTOTOKYO', 'Collapse', 'Miroslaw', 'Miposhka']","['Ancient Apparition', 'Dragon Knight', 'Mars', 'Tidehunter', 'Magnus', 'Sand King', 'Timbersaw']","['Broodmother', 'Luna', 'Enchantress', 'Spectre', 'Medusa', 'Wraith King', 'Ursa']","['Phantom Lancer', 'Puck', 'Axe', 'Lina', 'Snapfire']","['Faceless Void', 'Invoker', 'Night Stalker', 'Hoodwink', 'Winter Wyvern']","<span class=""team__title-label"">Победа</span>",,31 : 27
748,Team Spirit vs Team Empire,1.28-3.75,1.07-7.50,-,26 Июня 16:40 2021,The International 10: Eastern Europe Qualifier,Team Spirit,"['Yatoro', 'TORONTOTOKYO', 'Collapse', 'Miroslaw', 'Miposhka']",Team Empire,"['Smiling Knight', 'depressed kid', 'Petushara', 'sayuw', 'VANSKOR']","['Broodmother', 'Dragon Knight', 'Medusa', 'Spectre', 'Lina', 'Hoodwink', 'Nyx Assassin']","['Ancient Apparition', 'Axe', 'Viper', 'Luna', 'Puck', 'Templar Assassin', 'Magnus']","['Ursa', 'Leshrac', 'Mars', 'Mirana', 'Lion']","['Phantom Lancer', 'Invoker', 'Timbersaw', 'Enchantress', 'Treant Protector']","<span class=""team__title-label"">Победа</span>",,29 : 15
749,Team Spirit vs Team Empire,1.28-3.75,1.07-7.50,-,26 Июня 16:40 2021,The International 10: Eastern Europe Qualifier,Team Empire,"['Yatoro', 'TORONTOTOKYO', 'Collapse', 'Miroslaw', 'Miposhka']",Team Spirit,"['Yatoro', 'TORONTOTOKYO', 'Collapse', 'Miroslaw', 'Miposhka']","['Ancient Apparition', 'Mars', 'Terrorblade', 'Mirana', 'Puck', 'Viper', 'Lifestealer']","['Broodmother', 'Dragon Knight', 'Timbersaw', 'Medusa', 'Luna', 'Doom', 'Tidehunter']","['Spectre', 'Invoker', 'Kunkka', 'Hoodwink', 'Enchantress']","['Phantom Assassin', 'Lina', 'Axe', 'Dark Willow', 'Lion']",,"<span class=""team__title-label"">Победа</span>",13 : 28
750,HellRaisers vs Team Empire,1.37-3.14,3.75-1.25,-,26 Июня 13:10 2021,The International 10: Eastern Europe Qualifier,Team Empire,"['Smiling Knight', 'depressed kid', 'Petushara', 'sayuw', 'VANSKOR']",HellRaisers,"['Cooman', 'Resolut1on', 'young G', 'Zayac', 'lil me alone']","['Viper', 'Magnus', 'Techies', 'Puck', 'Shadow Demon', 'Earth Spirit', 'Grimstroke']","['Dragon Knight', 'Broodmother', 'Ancient Apparition', 'Spectre', 'Medusa', 'Timbersaw', 'Dark Seer']","['Luna', 'Invoker', 'Doom', 'Hoodwink', 'Treant Protector']","['Terrorblade', 'Axe', 'Lina', 'Phoenix', 'Winter Wyvern']","<span class=""team__title-label"">Победа</span>",,22 : 9
751,HellRaisers vs Team Empire,1.37-3.14,3.75-1.25,-,26 Июня 13:10 2021,The International 10: Eastern Europe Qualifier,HellRaisers,"['Cooman', 'Resolut1on', 'young G', 'Zayac', 'lil me alone']",Team Empire,"['Smiling Knight', 'depressed kid', 'Petushara', 'sayuw', 'VANSKOR']","['Dragon Knight', 'Lina', 'Medusa', 'Spectre', 'Enchantress', 'Treant Protector', 'Winter Wyvern']","['Magnus', 'Viper', 'Techies', 'Mars', 'Sand King', 'Timbersaw', 'Tidehunter']","['Luna', 'Pangolier', 'Kunkka', 'Shadow Demon', 'Elder Titan']","[""Nature's Prophet"", 'Broodmother', 'Axe', 'Hoodwink', 'Tusk']","<span class=""team__title-label"">Победа</span>",,31 : 15
752,HellRaisers vs Team Empire,1.37-3.14,3.75-1.25,-,26 Июня 13:10 2021,The International 10: Eastern Europe Qualifier,Team Empire,"['Smiling Knight', 'depressed kid', 'Petushara', 'sayuw', 'VANSKOR']",HellRaisers,"['Cooman', 'Resolut1on', 'young G', 'Zayac', 'lil me alone']","['Magnus', 'Shadow Demon', 'Mars', 'Sand King', 'Spectre', 'Faceless Void', 'Juggernaut']","['Dragon Knight', 'Broodmother', 'Hoodwink', 'Treant Protector', 'Elder Titan', 'Viper', 'Tidehunter']","['Luna', 'Invoker', 'Timbersaw', 'Enchantress', 'Clockwerk']","['Wraith King', 'Axe', 'Templar Assassin', 'Techies', 'Lina']","<span class=""team__title-label"">Победа</span>",,27 : 14
753,NoPing e-sports vs Team Unknown,1.22-3.99,2.95-1.37,-,26 Июня 00:55 2021,The International 10: South America Qualifier,NoPing e-sports,"['hFn', 'DarkMago', 'Oscar', 'Matthew', 'Panda']",Team Unknown,"['pakazs', 'Robo-Z', 'Sacred', 'Wij', 'Prada']","['Dark Seer', 'Hoodwink', 'Terrorblade', 'Faceless Void', 'Medusa', 'Ember Spirit', 'Death Prophet']","['Timbersaw', 'Tiny', 'Mars', 'Centaur Warrunner', 'Venomancer', 'Sand King', 'Axe']","['Luna', 'Kunkka', 'Viper', 'Mirana', 'Abaddon']","['Morphling', 'Storm Spirit', 'Tidehunter', 'Dark Willow', 'Clockwerk']",,"<span class=""team__title-label"">Победа</span>",33 : 39
754,NoPing e-sports vs Team Unknown,1.22-3.99,2.95-1.37,-,26 Июня 00:55 2021,The International 10: South America Qualifier,NoPing e-sports,"['hFn', 'DarkMago', 'Oscar', 'Matthew', 'Panda']",Team Unknown,"['pakazs', 'Robo-Z', 'Sacred', 'Wij', 'Prada']","['Dark Seer', 'Dark Willow', 'Abaddon', 'Faceless Void', 'Medusa', 'Death Prophet', 'Storm Spirit']","['Timbersaw', 'Tiny', 'Terrorblade', 'Luna', 'Templar Assassin', 'Rubick', 'Nyx Assassin']","['Sven', 'Kunkka', 'Mars', 'Mirana', 'Viper']","['Gyrocopter', 'Void Spirit', 'Tidehunter', 'Hoodwink', 'Winter Wyvern']","<span class=""team__title-label"">Победа</span>",,39 : 23
755,NoPing e-sports vs Team Unknown,1.22-3.99,2.95-1.37,-,26 Июня 00:55 2021,The International 10: South America Qualifier,NoPing e-sports,"['hFn', 'DarkMago', 'Oscar', 'Matthew', 'Panda']",Team Unknown,"['pakazs', 'Robo-Z', 'Sacred', 'Wij', 'Prada']","['Dark Seer', 'Dark Willow', 'Tidehunter', 'Dragon Knight', 'Bristleback', 'Brewmaster', 'Sand King']","['Tiny', 'Timbersaw', 'Terrorblade', 'Templar Assassin', 'Oracle', 'Storm Spirit', 'Death Prophet']","['Gyrocopter', 'Batrider', 'Mars', 'Lion', 'Abaddon']","['Medusa', 'Kunkka', 'Centaur Warrunner', 'Hoodwink', 'Viper']",,"<span class=""team__title-label"">Победа</span>",24 : 37
756,Infinity Esports vs SG e-sports,2.13-1.73,2.20-1.62,-,25 Июня 22:31 2021,The International 10: South America Qualifier,SG e-sports,"['Costabile', '4dr', 'tavo', 'Thiolicor', 'KJ']",Infinity Esports,"['BARBARAA!! IKUYOOO!!!!', 'Pompinchu', 'Okay!', 'Berna', 'ArzenT']","['Viper', 'Ancient Apparition', 'Tidehunter', 'Timbersaw', 'Mars', 'Puck', 'Ember Spirit']","['Terrorblade', 'Nyx Assassin', 'Ursa', 'Phantom Lancer', 'Spectre', 'Death Prophet', 'Invoker']","['Anti-Mage', 'Magnus', 'Dragon Knight', 'Mirana', 'Oracle']","['Abaddon', 'Phoenix', 'Void Spirit', 'Medusa', 'Axe']","<span class=""team__title-label"">Победа</span>",,25 : 5
757,Infinity Esports vs SG e-sports,2.13-1.73,2.20-1.62,-,25 Июня 22:31 2021,The International 10: South America Qualifier,SG e-sports,"['Costabile', '4dr', 'tavo', 'Thiolicor', 'KJ']",Infinity Esports,"['BARBARAA!! IKUYOOO!!!!', 'Okay!', 'Pompinchu', 'Berna', 'ArzenT']","['Viper', 'Medusa', 'Leshrac', 'Templar Assassin', 'Timbersaw', 'Ember Spirit', 'Invoker']","['Terrorblade', 'Dragon Knight', 'Ursa', 'Lifestealer', 'Doom', 'Mars', 'Kunkka']","['Wraith King', 'Bristleback', 'Axe', 'Mirana', 'Oracle']","['Winter Wyvern', 'Puck', 'Nyx Assassin', 'Spectre', 'Tidehunter']","<span class=""team__title-label"">Победа</span>",,25 : 29
758,Team Empire vs PuckChamp,1.57-2.43,1.10-6.25,-,25 Июня 21:26 2021,The International 10: Eastern Europe Qualifier,Team Empire,"['Smiling Knight', 'depressed kid', 'Petushara', 'sayuw', 'VANSKOR']",PuckChamp,"['cridoz (fan)', 'krylat', 'meLes', 'Astral', 'Dukalis']","['Ancient Apparition', 'Winter Wyvern', 'Witch Doctor', 'Death Prophet', 'Mars', 'Dark Seer', 'Pangolier']","['Broodmother', 'Timbersaw', 'Phantom Lancer', 'Faceless Void', 'Enchantress', 'Drow Ranger', 'Medusa']","['Luna', 'Lina', 'Dragon Knight', 'Hoodwink', 'Abaddon']","['Void Spirit', 'Terrorblade', 'Tidehunter', 'Nyx Assassin', 'Lion']","<span class=""team__title-label"">Победа</span>",,20 : 10
759,Team Empire vs PuckChamp,1.57-2.43,1.10-6.25,-,25 Июня 21:26 2021,The International 10: Eastern Europe Qualifier,PuckChamp,"['cridoz (fan)', 'krylat', 'meLes', 'Astral', 'Dukalis']",Team Empire,"['Smiling Knight', 'depressed kid', 'Petushara', 'sayuw', 'VANSKOR']","['Broodmother', 'Dragon Knight', 'Invoker', 'Luna', 'Bloodseeker', 'Wraith King', 'Lycan']","['Ancient Apparition', 'Winter Wyvern', 'Mars', 'Axe', 'Witch Doctor', 'Faceless Void', 'Medusa']","['Lina', 'Lifestealer', 'Pangolier', 'Dark Willow', 'Hoodwink']","['Spectre', 'Puck', 'Timbersaw', 'Lion', 'Enchantress']","<span class=""team__title-label"">Победа</span>",,43 : 27
760,Team Empire vs PuckChamp,1.57-2.43,1.10-6.25,-,25 Июня 21:26 2021,The International 10: Eastern Europe Qualifier,PuckChamp,"['cridoz (fan)', 'krylat', 'meLes', 'Astral', 'Dukalis']",Team Empire,"['Smiling Knight', 'depressed kid', 'Petushara', 'sayuw', 'VANSKOR']","['Broodmother', 'Dragon Knight', 'Shadow Demon', 'Doom', 'Tidehunter', 'Templar Assassin', 'Lion']","['Ancient Apparition', 'Death Prophet', 'Pangolier', 'Mars', 'Spectre', 'Lifestealer', 'Medusa']","['Puck', 'Axe', 'Sand King', 'Winter Wyvern', 'Hoodwink']","['Luna', 'Lina', 'Timbersaw', 'Nyx Assassin', 'Treant Protector']",,"<span class=""team__title-label"">Победа</span>",9 : 23
761,Team Unknown vs BINOMISTAS,1.39-3.03,1.05-8.50,-,25 Июня 20:29 2021,The International 10: South America Qualifier,BINOMISTAS,"['Benny', 'mini', 'Sexyfat', 'hane^j1', 'Nuages']",Team Unknown,"['pakazs', 'Robo-Z', 'Sacred', 'Wij', 'Prada']","['Bristleback', 'Medusa', 'Invoker', 'Clockwerk', 'Spectre', 'Ember Spirit', 'Magnus']","['Broodmother', 'Nyx Assassin', 'Gyrocopter', 'Terrorblade', 'Mars', 'Centaur Warrunner', 'Sand King']","['Luna', 'Monkey King', 'Leshrac', 'Shadow Shaman', 'Abaddon']","['Faceless Void', 'Kunkka', 'Dragon Knight', 'Hoodwink', 'Ancient Apparition']",,"<span class=""team__title-label"">Победа</span>",16 : 33
762,Team Unknown vs BINOMISTAS,1.39-3.03,1.05-8.50,-,25 Июня 20:29 2021,The International 10: South America Qualifier,Team Unknown,"['pakazs', 'Robo-Z', 'Sacred', 'Wij', 'Prada']",BINOMISTAS,"['Benny', 'mini', 'hane^j1', 'Sexyfat', 'Nuages']","['Broodmother', 'Axe', 'Oracle', 'Mars', 'Invoker', 'Centaur Warrunner', 'Sand King']","['Timbersaw', 'Bristleback', 'Phantom Lancer', 'Naga Siren', 'Ancient Apparition', 'Doom', 'Viper']","['Medusa', 'Puck', 'Dark Seer', 'Hoodwink', 'Clockwerk']","['Terrorblade', 'Death Prophet', 'Nyx Assassin', 'Pangolier', 'Enchantress']","<span class=""team__title-label"">Победа</span>",,31 : 9
763,EgoBoys vs NoPing e-sports,7.30-1.11,6.25-1.10,-,25 Июня 18:10 2021,The International 10: South America Qualifier,EgoBoys,"['Isaac09', 'Rises', 'Alone', 'Tano', 'Cara']",NoPing e-sports,"['hFn', 'DarkMago', 'Oscar', 'Matthew', 'Panda']","['Timbersaw', 'Viper', 'Leshrac', 'Dark Seer', 'Medusa', 'Ursa', 'Templar Assassin']","['Nyx Assassin', 'Mars', 'Spectre', 'Wraith King', 'Terrorblade', 'Storm Spirit', 'Ember Spirit']","['Axe', 'Sven', 'Void Spirit', 'Tusk', 'Ancient Apparition']","['Gyrocopter', 'Kunkka', 'Venomancer', 'Tiny', 'Oracle']",,"<span class=""team__title-label"">Победа</span>",20 : 32
