match,pinnacle,parimatch,ggbet,date,tournament,team left,players_left,team right,players_right,ban_left,ban_right,pick_left_team,pick_right_team,result_left_team,result_right_team,score
Virtus.pro vs Tundra Esports,2.22-1.68,2.40(2.15)4.40,-,23 Августа 16:30 2021,ESL One Fall 2021,Tundra Esports,"['Skiter', 'Nine', '33', 'Sneyking', 'FATA-']",Virtus.pro,"['Nightfall', 'gpk', 'DM', 'Save-', 'Kingslayer']","['Magnus', 'Phoenix', 'Phantom Lancer', 'Terrorblade', 'Morphling', 'Naga Siren', 'Phantom Assassin']","['Pangolier', 'Gyrocopter', 'Sven', 'Lion', 'Slark', 'Medusa', 'Faceless Void']","['Weaver', 'Keeper of the Light', 'Lycan', 'Earthshaker', 'Omniknight']","['Bloodseeker', 'Ember Spirit', 'Tidehunter', 'Shadow Demon', 'Winter Wyvern']",,"<span class=""team__title-label"">Победа</span>",17 : 31
Virtus.pro vs Tundra Esports,2.22-1.68,2.40(2.15)4.40,-,23 Августа 16:30 2021,ESL One Fall 2021,Virtus.pro,"['Nightfall', 'gpk', 'DM', 'Save-', 'Kingslayer']",Tundra Esports,"['Skiter', 'Nine', '33', 'Sneyking', 'FATA-']","['Pangolier', 'Gyrocopter', 'Batrider', 'Bloodseeker', 'Terrorblade', 'Lifestealer', 'Medusa']","['Omniknight', 'Winter Wyvern', 'Faceless Void', 'Slark', 'Sven', 'Phantom Lancer', 'Naga Siren']","['Void Spirit', 'Templar Assassin', 'Mars', 'Lion', 'Phoenix']","['Wraith King', 'Keeper of the Light', 'Visage', 'Tidehunter', 'Nyx Assassin']","<span class=""team__title-label"">Победа</span>",,39 : 13
Team Aster vs Elephant,2.47-1.56,1.02-11.00,-,23 Августа 14:09 2021,i-League 2021 Season 2,Elephant,"['Eurus', 'Somnus`M', 'Yang', 'fy', 'Super']",Team Aster,"['Monet', 'White丶Album_白学家', 'Xxs', 'Borax', 'LaNm']","['Nyx Assassin', 'Lina', 'Silencer', 'Troll Warlord', 'Shadow Demon', 'Doom', 'Bristleback']","['Tidehunter', 'Clockwerk', 'Weaver', 'Timbersaw', 'Night Stalker', 'Sven', 'Anti-Mage']","['Riki', 'Queen of Pain', 'Death Prophet', 'Earthshaker', 'Omniknight']","['Monkey King', 'Storm Spirit', 'Pangolier', 'Keeper of the Light', 'Oracle']",,"<span class=""team__title-label"">Победа</span>",12 : 31
Team Aster vs Elephant,2.47-1.56,1.02-11.00,-,23 Августа 14:09 2021,i-League 2021 Season 2,Elephant,"['Eurus', 'Somnus`M', 'Yang', 'fy', 'Super']",Team Aster,"['Monet', 'White丶Album_白学家', 'Xxs', 'Borax', 'LaNm']","['Nyx Assassin', 'Lina', 'Juggernaut', 'Lifestealer', 'Troll Warlord', 'Slardar', 'Legion Commander']","['Tidehunter', 'Clockwerk', 'Sand King', 'Sven', 'Timbersaw', 'Batrider', 'Brewmaster']","['Anti-Mage', 'Ember Spirit', 'Keeper of the Light', 'Earthshaker', 'Witch Doctor']","['Monkey King', 'Storm Spirit', 'Axe', 'Skywrath Mage', 'Chen']",,"<span class=""team__title-label"">Победа</span>",13 : 29
Alliance vs PSG.LGD,1.63-2.31,3.80(2.10)2.70,-,23 Августа 14:00 2021,ESL One Fall 2021,PSG.LGD,"['Ame', 'xiao8', 'Faith_bian', 'XinQ', 'y`']",Alliance,"['Nikobaby', 'Limmp', 's4', 'Handsken', 'fng']","['Keeper of the Light', 'Chen', 'Earthshaker', 'Beastmaster', 'Spectre', 'Anti-Mage', 'Morphling']","['Omniknight', 'Pangolier', 'Nyx Assassin', 'Faceless Void', 'Silencer', 'Lycan', 'Broodmother']","['Clinkz', 'Leshrac', 'Sand King', 'Elder Titan', 'Vengeful Spirit']","['Medusa', 'Batrider', 'Mars', 'Dark Willow', 'Winter Wyvern']","<span class=""team__title-label"">Победа</span>",,29 : 15
Alliance vs PSG.LGD,1.63-2.31,3.80(2.10)2.70,-,23 Августа 14:00 2021,ESL One Fall 2021,PSG.LGD,"['Ame', 'xiao8', 'Faith_bian', 'XinQ', 'y`']",Alliance,"['Nikobaby', 'Limmp', 's4', 'Handsken', 'fng']","['Chen', 'Batrider', 'Beastmaster', 'Lina', 'Puck', 'Death Prophet', 'Invoker']","['Keeper of the Light', 'Pangolier', 'Sand King', 'Leshrac', 'Outworld Destroyer', 'Slardar', 'Night Stalker']","['Clinkz', 'Ursa', 'Undying', 'Snapfire', 'Faceless Void']","['Sven', 'Pugna', 'Axe', 'Phoenix', 'Omniknight']","<span class=""team__title-label"">Победа</span>",,40 : 40
Team Liquid vs Team Empire,2.25-1.66,2.08(2.20)6.50,-,23 Августа 14:00 2021,ESL One Fall 2021,Team Empire,"['Shachlo', 'Smiling Knight', 'depressed kid', 'sayuw', 'VANSKOR']",Team Liquid,"['miCKe', 'qojqva', 'Boxi', 'Taiga', 'iNSaNiA']","['Omniknight', 'Lone Druid', 'Bloodseeker', 'Lycan', 'Nyx Assassin', 'Gyrocopter', 'Faceless Void']","['Beastmaster', 'Invoker', 'Sven', 'Slark', 'Terrorblade', 'Medusa', 'Luna']","['Pangolier', 'Phantom Lancer', 'Ember Spirit', 'Keeper of the Light', 'Hoodwink']","['Magnus', 'Monkey King', 'Mars', 'Dark Willow', 'Bane']",,"<span class=""team__title-label"">Победа</span>",8 : 35
Team Liquid vs Team Empire,2.25-1.66,2.08(2.20)6.50,-,23 Августа 14:00 2021,ESL One Fall 2021,Team Liquid,"['miCKe', 'qojqva', 'Boxi', 'Taiga', 'iNSaNiA']",Team Empire,"['Shachlo', 'Smiling Knight', 'depressed kid', 'sayuw', 'VANSKOR']","['Invoker', 'Beastmaster', 'Razor', 'Timbersaw', 'Doom', 'Faceless Void', 'Ursa']","['Lone Druid', 'Keeper of the Light', 'Void Spirit', 'Batrider', 'Mars', 'Dark Seer', 'Pugna']","['Sven', 'Storm Spirit', 'Legion Commander', 'Earth Spirit', 'Omniknight']","['Night Stalker', 'Lifestealer', 'Lina', 'Earthshaker', 'Lich']",,"<span class=""team__title-label"">Победа</span>",12 : 26
Aster.Aries vs Invictus Gaming,6.08-1.13,10.00-1.03,-,23 Августа 11:07 2021,i-League 2021 Season 2,Aster.Aries,"['Tempest', 'phoenix', '生死', 'yoona', 'Siamese.C']",Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']","['Nyx Assassin', 'Storm Spirit', 'Lycan', 'Tidehunter', 'Earth Spirit', 'Slark', 'Monkey King']","['Broodmother', 'Doom', 'Magnus', 'Timbersaw', 'Abaddon', 'Beastmaster', 'Dark Seer']","['Sven', 'Lina', 'Bloodseeker', 'Clockwerk', 'Omniknight']","['Morphling', 'Void Spirit', 'Night Stalker', 'Keeper of the Light', 'Silencer']",,"<span class=""team__title-label"">Победа</span>",22 : 33
Aster.Aries vs Invictus Gaming,6.08-1.13,10.00-1.03,-,23 Августа 11:07 2021,i-League 2021 Season 2,Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']",Aster.Aries,"['Tempest', 'phoenix', '生死', 'yoona', 'Siamese.C']","['Broodmother', 'Doom', 'Clockwerk', 'Omniknight', 'Night Stalker', 'Bloodseeker', 'Magnus']","['Silencer', 'Nyx Assassin', 'Anti-Mage', 'Tidehunter', 'Abaddon', 'Beastmaster', 'Batrider']","['Weaver', 'Lina', 'Lycan', 'Earthshaker', 'Oracle']","['Monkey King', 'Storm Spirit', 'Mars', 'Keeper of the Light', 'Bane']","<span class=""team__title-label"">Победа</span>",,25 : 14
Team Undying vs NoPing e-sports,1.20-4.70,2.13-1.66,-,23 Августа 03:00 2021,BTS Pro Series Season 7: Americas,NoPing e-sports,"['pakazs', 'DarkMago', 'Oscar', 'Matthew', 'Panda']",Team Undying,"['Timado', 'bryle', 'SabeRLighT-', 'MoonMeander', 'DuBu']",[],[],"['Faceless Void', 'Tiny', 'Mars', 'Lion', 'Omniknight']","['Wraith King', 'Keeper of the Light', 'Underlord', 'Pangolier', 'Shadow Demon']","<span class=""team__title-label"">Победа</span>",,37 : 35
